Unnamed: 0,COG0016_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0048_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0049_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0051_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0052_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0072_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0080_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0081_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0087_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0088_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0090_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0091_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0092_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0093_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0094_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0096_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0097_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0098_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0099_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0100_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0103_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0127_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0149_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0164_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0184_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0185_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0186_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0197_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0198_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0200_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0244_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0256_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0343_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0504_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0532_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0533_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,COG0541_all_epi_gap10_keep50_arc1855TACK_AsgardaddID.VAEtxt,PCA_Score1(0.4874976881913336),PCA_Score2(0.1065223558858469),PCA_Score3(0.060740089929832625)
GCA_001563325,0.1445304447977947,0.4284060594397392,0.919991629621322,0.6580861656604116,0.5972359208297935,0.1690708824781024,0.8308214118664187,0.8061665295367383,0.8946699955236694,0.4496250017627392,0.0319591840214672,0.2327067487437666,0.1585238000697458,0.9090067007602732,0.2816528595468501,0.7149207788942253,0.9412901991352352,0.7478307082810792,0.206955861110989,0.2186688602548219,0.2888605480636645,0.1284920397321188,0.6683250631074775,0.0388663556280636,0.807793559203185,0.7023380610994834,0.2589846821703295,0.716242833951913,0.5993162815653869,0.7050121371808273,0.8086418463268367,0.1031607292901328,0.797117225476125,0.4793993113271537,0.7324500322345865,0.6403117524888429,0.6191593231418259,5.816450446349094,0.3097986938046156,-1.7250665013772304
GCA_001940645,0.0032150245424993,0.2150162828604653,0.1272663880791938,0.0623567907387162,0.0557076781422165,0.078360548159989,0.1575627212128867,0.176666811017039,0.1327648569188778,0.2087720100691079,0.0840153904647606,0.2178433230788511,0.2113448091871208,0.1350083698369597,0.3034764251153629,0.2265972209592355,0.0973378155138346,0.1461642807155923,0.1359602670577436,0.2524017866404713,0.1771949017537354,0.2464223897881851,0.088794730690974,0.1278835483816964,0.2576898697521022,0.2561318862751134,0.2449684203679861,0.3539076326952042,,,,0.1262292872979232,0.1690826323466673,0.1743694252671415,0.1275381021787651,0.3783526498495522,0.1672171396353185,-4.118997392248741,1.2703510076049107,0.07635609770581313
GCA_001940655,0.2828270161158954,0.2288312658872719,0.3101057813976787,0.0901900148405834,0.2599101600566835,0.2484369490394967,0.2332047517482131,0.2896561331099562,0.3518013587209017,0.4913570149312125,0.1643291253789083,0.2114466644588141,0.4871115021429405,0.2310870822416363,0.4550399036858654,0.2850385376599169,0.2292442585194271,0.1612066310025831,0.3376518888759363,0.2473274308649811,,0.2751852556486587,,0.0317444988287419,0.2887065997897325,0.4263035103549758,0.3362701193733518,0.4118135726842822,,,,0.1023489917909146,0.2802016572021476,0.4064206177746685,,0.4206210264787154,0.3183840205793599,-0.9261670013498112,2.2837902370957424,0.9427260938636101
GCA_001940665,0.1407765411669146,0.2148521525209878,0.1598781010711303,0.1289547933207597,0.1992244764938806,0.1533229555766355,0.2672523203366608,0.0856616101896249,0.2512437789808434,0.1175278031679019,0.1395410293509413,0.1846431091779413,0.3300626187463858,0.0858710349405747,0.0604891580398118,0.0702122762644532,0.1754521162737192,0.0457824499093275,0.0761940801615543,0.1604145764614578,0.0755500626793124,0.1106310832404111,0.2120956178034784,0.0738310373637715,0.0421191858668785,0.1161958348906416,0.3509627896015165,0.0543156434184945,0.0232361653925168,0.1946430752352695,0.2589790857375894,0.0767529054999882,0.1233505201562742,0.3289699940119941,0.0271148599725192,,0.1857381525182746,-5.155398157723971,1.5934918396429771,0.05182112310785467
GCA_002728275,0.6245545708024905,0.3397805432830081,0.1146521969939317,0.1013952046546466,0.0179143228531556,0.1731959423855411,0.2942900796711007,0.2140418950170321,0.1749939955228396,0.3527146680358952,0.145154426950705,0.2412470777005172,0.452414810420319,0.5129813515943881,0.3301856971123522,0.1868569392796997,0.0960848170780376,0.0510406917489017,0.1499973865244128,0.6125411485379074,0.2038132547069801,0.2409969229299268,,0.1122251232872774,0.2752314252663893,0.4290810060193095,0.2104082059137904,0.367864030129953,0.3737337389851713,0.3829664914210887,0.2670679811786198,0.0743028693369544,0.0469666881815393,0.1122391112690682,0.1139137053996567,0.4933204147760229,0.1915860170511112,-2.455091655830914,1.0368792934700466,2.2312252661055525
GCA_002825515,,0.3709341089103027,0.8160202487653478,0.6246231729005729,0.6304680962310403,,0.9458584768142552,0.8213203945856389,1.0,0.3919491927852586,0.0239939823414164,0.243637699132323,0.1545938998630103,0.8891551713258871,0.2881631686508739,0.7748348474832074,0.946829880819636,0.7689343187416289,0.2193051187566002,0.2218842698077907,0.3070112062973918,0.1239365912634681,0.6119347145163001,0.0494480275290423,1.0,0.7052680941015458,0.2962058143545247,0.6601575545991857,0.6040538940971488,0.7462761875534444,0.8559723430637974,0.109218625538004,0.8226163292235285,0.4926758738168701,0.6949170673457707,0.7488698798701914,0.7313875358250405,6.464142134280845,0.42635581406502426,-1.3591747371098177
GCA_003345555,0.1550390005565428,0.3534325077139582,0.6502230929085102,0.6642113545182038,0.6058955741229571,0.1698553129635586,0.596695369449281,0.7098661875942649,0.7896870609566493,0.3557260192433261,0.0245923558621077,0.2107843452140192,0.1373421672269025,0.7818545432945246,0.2820005349655574,0.7255556299677351,0.6471858582094592,0.6337256535629033,0.205331834858149,0.2286981651957755,0.3076439979261798,0.1306245069570438,0.5608590152479024,0.0534008753954244,0.5973718783066131,0.6658984971217042,0.3011775247907245,0.6898423093130257,0.5416683229394323,0.5468444720888278,0.6033924436326957,0.0842758401954941,0.6986361678561627,0.4120312258372166,,0.7137977147893597,0.6018653650832071,3.6811981145638275,0.8893554182180026,-1.1435349216721205
GCA_004524425,0.5525180795440312,,0.8286145719681787,0.1152576108521803,0.9529569197128868,0.3667468032214667,0.970530589422963,0.932616709514195,0.412734857224537,0.9065457152985982,,0.3767885930184514,0.8059575205120381,0.9450027510423298,0.9148595255773768,,,,0.8089354471310991,0.3452118809206563,0.6491471464134181,,,0.0261435360681325,,0.9496514031782024,0.8964167064544074,0.6201975175726556,,,0.913632221609892,,0.6717076175171974,,,0.7211999532530311,0.952110280359686,6.94472334121452,4.348269552541662,1.2629599838404961
GCA_004524435,0.1528587566048367,0.4077229307529085,0.8012565190470986,,0.6346522856200668,0.1967344715714162,0.5930089210850518,0.7125745190528285,0.890622190395261,,0.0254773465457108,0.2259870927241692,0.169443108778121,0.8571255927967553,0.2592233158612034,0.733039063452948,0.7208231894647583,0.6152910867771478,,,0.3186093323422403,0.1256445382447085,0.8074873967611014,0.0425179161330126,,0.7456980460255744,0.3031409685633919,0.6239703383821065,0.5598022193430282,0.6698361406452289,0.7291420762964743,0.1276397847758232,0.7524332776944768,0.4427705673326804,0.6295198307683738,,0.6076695960196404,4.261806969664558,-0.1573992703707369,-1.192756833797595
GCA_004524445,0.1482307154239439,0.3680600485347812,,0.5457567566801156,0.6209932807074493,0.1862242656189634,0.843190397840017,0.6109599357873476,0.8689070742370603,0.3952906480202839,0.030024007826393,0.2081771998938808,0.1436818158420832,0.7282529541282798,0.3126757704415188,0.748948227511628,0.5612158950602345,0.6323076704562336,0.1956743094901777,0.2217846611758867,0.2967710296951545,0.1342253415492099,0.8218666335347683,0.0318716138571333,0.7149440724574002,,0.275354434071105,,0.6694854987039485,0.6017248183518277,0.818194653008234,0.1054468513920669,0.7876183793676219,0.4733772255399122,0.65482701809226,0.5237458287957515,0.765257860891206,4.169022289186343,0.5087423229957896,-1.7501224014451569
GCA_004524535,0.5263233900282773,0.2776704438541343,0.7457680612382537,,1.0,0.3879978847999065,0.9744605856401856,0.9439245220386632,0.4199346117042311,0.9883552064401556,0.6159213405696113,0.3813328556023916,0.9938751618964156,0.951048916092351,0.8895608405883314,,0.6253037590621661,0.203317521969875,0.7718759150352427,,0.72849364957824,0.5591755208086131,,0.0141398031060954,0.5588052753765247,0.916486785099697,0.8177790957772516,0.8458467466093538,,,1.0,0.1285744343216662,0.7894673732828688,1.0,0.1359673403072169,0.7895372751902434,0.9482497058108764,8.617417370923285,6.834562059658672,2.3869360350092332
GCA_004524565,0.1267954273222434,,,0.6150877548553148,0.587544747761062,0.1776279937800336,0.8059047178402526,0.8260319267303189,0.9296216784654302,0.4096889897596443,0.018943613948934,0.212790510058422,0.1755431828170733,0.8996125016815494,0.296398554820132,0.6911310084061039,0.8727452342994867,0.7661553438388288,0.2064410992613587,0.2014999397593962,0.3023776395754596,0.1413986926400054,0.6919920424078673,0.041755649151697,0.8272899917621985,0.7805705757657179,0.301620059634309,0.5712058904105555,0.6481648717010808,0.7834083605141006,0.7859029755280068,0.1405040323141319,0.9312362581060558,0.4789842460740515,0.5925157572316582,0.7790391281206792,0.8127634559546727,5.850260775070565,0.9851077266483087,-1.7672173326069236
GCA_005191425,0.0687589109652718,0.2706394238967116,0.1871934305723095,0.1446094361989898,,0.1092605031636407,0.2378959262316674,0.1048985004775624,0.1524576151020501,0.1455696237658048,0.1501554806950229,0.2401445709087891,0.3451571380520665,0.1414437244748737,0.0600951053010845,0.2648916134888295,0.1180077503224025,0.0067319272915347,0.0487330543656616,0.1366669399127779,0.0277155916707241,0.1784830008346206,0.1602221031508979,0.1200472268927017,0.2245948480011965,0.3636760835420101,0.3115238101536297,0.4597245627081033,0.0313691530346014,0.2410909685760532,0.3013660494578964,0.1277022008444798,0.021011610718338,0.3453999860343801,0.0271144350630044,0.3171050604699717,0.1908814129556694,-4.302477891582883,1.5020259658523931,0.5027392597499778
GCA_008000775,0.2891109154403604,0.2015620672645038,0.3707358376353628,0.1154177352070811,0.2639224198255201,0.2075083278437462,0.3677703281298788,0.3827469617564168,0.3525552104834438,0.5416637598971522,0.3402579930435087,0.2622811831228644,0.7520952364423075,0.2208284046599624,0.4769896533692427,0.2881699254570742,0.3800126136317084,0.2947487246969974,0.3685796753253191,0.2277724776553725,0.3998581828111218,0.3477003110434346,,0.0419453183155825,0.4125915471391492,0.4411943520867813,0.3580105981913383,0.614342759706858,,,0.4538550710302878,0.1042119649388318,0.3551287641525571,0.6125199871245746,0.0607292176257486,0.8577085838590132,0.3444446634112011,0.7187528278063903,3.953403245892819,1.2634243222979333
GCA_008080745,0.1756543052802345,0.4108136312562171,0.7910168078948622,0.5798051554724095,0.5728589950022664,0.1895636475806585,0.9125717489573946,0.7053072584492126,0.7909482918019102,0.4338856669167837,0.0204385862704212,0.2326591389092782,0.1595647221144394,0.6820287317966374,0.262264362066111,0.760960807049919,0.8784000157309911,0.6443712006918587,0.1980462738405019,0.2299281273093597,0.3022904933403433,0.1316881567011509,0.7670226283890661,0.0526887316193661,0.8311961028200561,0.6597920934807998,0.273262169564678,0.6636979835917637,0.6237913309732023,0.5774159882598467,0.793108950582686,0.0659251872445447,0.826775206315014,0.4196788821362037,0.6871580167255692,0.6400121239253954,0.6579649158216002,5.134768849967677,0.5847580431464553,-1.3154516598389336
GCA_011365055,0.059302315771699,0.1828624809077854,0.1958487230117517,0.1485632404537338,0.2230431393994337,0.1721177736224604,0.3488839175537353,0.0723071723242019,0.1967172081989354,0.1226311196171459,0.1623392201725424,0.2181397694309915,0.3087848469948471,0.1376718372283416,0.0358791483123442,0.1353021061935453,0.2329437312279729,0.0753723386072296,0.1882916454742695,0.1966218876927941,0.1728782208159669,0.2104667198546295,0.1644440384642273,0.0717431084969226,0.1958536728510964,0.4548093955668614,0.2607169005808224,0.2954473841773392,0.0891783899852185,0.2939234170668834,0.2963843175292169,0.0618461033221942,0.098232928903388,0.3216290697228431,0.0271093410349782,0.3297680088604148,0.1914550494418394,-4.057985980394258,1.5862751505195818,0.3311593700351712
GCA_013166775,0.5200873374638627,0.2785773967048159,0.0434479197740889,0.0907813479315349,0.0496535782766404,0.1795133626992578,0.284810973126043,0.1600337316356167,0.1723506881491429,0.379405829503329,0.0821138862307426,0.2633271072255371,0.4352322191992713,0.2755296399305057,0.3751943699069676,0.2707897193418409,0.09249778895214,0.0457729481702857,0.1484249981916097,0.4485163529241272,0.049917020385122,0.1686933532601613,0.1122658289771411,0.0871700156596827,0.2906156329138056,0.3265205978967743,0.2337869954410989,0.3564822935328908,0.1322002104247839,0.3641926946935907,0.2897226404763346,0.1295931565969627,0.0429656688717791,0.1122445695668638,0.0596373271269404,0.3400631016265446,0.2016289382675443,-3.5849720904544298,1.2178210000887622,1.6770322356945824
GCA_013375455,0.1195284544027569,0.280137388010745,0.2145288062921673,0.1910898806902688,0.3069667617296989,0.1741834381426771,0.3283356268424065,0.084777155004665,0.2286198033101679,0.1862393073377752,0.1813037352660509,0.2063404931451228,0.3701507493411443,0.09999666772723,0.0678190711004095,0.1705354425263862,0.2163905068214973,0.0409666875060232,0.1753176149806297,0.1869928017716846,0.0951134684185395,0.1809263507265563,0.1469722476314143,0.0660581724549643,0.2491882182781182,0.4118999576807407,0.3143191601680908,0.2863434171744575,0.1813844004168001,0.1593512272193019,0.2317654909149776,0.0508396249451898,0.1149102881952626,0.388139805334896,0.0573985058308543,0.2913437212342796,0.1972026844264587,-3.844163177570121,1.6706446163448214,0.36301813304645053
