Unnamed: 0,COG0016_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0048_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0049_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0051_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0052_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0072_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0080_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0081_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0087_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0088_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0090_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0091_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0092_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0093_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0094_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0096_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0097_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0098_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0099_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0100_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0103_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0127_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0149_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0164_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0184_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0185_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0186_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0197_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0198_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0200_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0244_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0256_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0343_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0504_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0532_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0533_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,COG0541_all_epi_gap10_keep50_arc1855DPANNaddID.VAEtxt,PCA_Score1(0.3429300811689295),PCA_Score2(0.09302615406499874),PCA_Score3(0.07736511513770089)
GCA_000008085,0.1281139639535132,0.0130592008331957,0.0904121060185174,,0.0427519453147574,0.1204306338862458,0.2819687570852943,0.0189711448276312,0.113358360071299,0.0361835304649936,0.0577519342357211,,0.0602434246906194,0.1504890017352744,0.0446702002593885,0.2902251855201089,0.0887969789690813,0.0405288559053364,0.1157129081763645,0.1303117721070956,0.060834880538459,,,0.1565734735206379,0.1174363406920847,0.1180275327979615,0.1745743147753064,0.0889490117256172,0.0763750531705029,,0.0576025248655656,0.6444118155986848,0.2525972652959753,,0.0296209384149139,0.2438593368241129,,-5.674468611245882,-0.59423869211297,-0.40876430856583157
GCA_000220355,,0.2035069299591909,,0.7458502156208274,0.0409502307929895,0.063280735124009,,0.1091684705602712,,,0.0866598090928772,,,0.0983968787776928,0.1623879208340375,0.1878037911280036,,0.2659024858947229,0.2841625349830971,0.1758603780751933,0.065381457161951,,0.1189660161411252,0.1572980722883417,,0.1968625148314037,,,0.234072534234286,,,,,,,0.2326436827570159,,-2.521640716201144,1.0321682626025892,0.39835037007118274
GCA_000380905,0.4236136947528401,,0.3067235778282872,0.183407249536994,0.1842984684097877,0.2457838698848138,,0.1779206525099596,0.1262766247376826,0.1346440549688903,0.4811729805310422,,0.07281198563754,0.3029541175792262,0.4414212707538185,0.4418542702129734,0.1919681619755928,0.2398910101674788,0.0954509852236993,0.2395861390583342,0.222321573327117,,,0.2711368720176169,0.3957464201430891,0.1766688573122332,0.1871920093740542,0.1977167534671799,0.0864833285782904,0.3841044969154018,0.1317196793929967,0.2262943169128261,,,,0.1586496114211698,0.3409583926715296,-2.468618251297418,-1.2928953516350297,-1.3702538629082321
GCA_000402355,0.711791085884126,0.6167264690286596,0.4393557248842175,0.1900348452250212,0.1279106514963384,0.1196663822575882,,0.4891023721673854,0.1287620747872149,0.3240325033808042,0.2959287169115389,,0.6304602461824325,0.3191411113718181,0.1207519684151988,0.1401928856366275,0.1947749038594743,0.7554292292347747,0.7968278985871627,0.5958968236922555,0.2583170609614984,,0.776638936566018,,0.1425999154953731,0.1088963477373665,,0.6366887207441931,,,0.5271052326550748,0.221521335771824,,0.3450400403423363,0.1288546030506812,0.5464734707394044,0.1773721945443392,1.2653335508970331,-1.21230030061506,4.894241702711303
GCA_000402775,0.1494838001349157,0.1101036015985768,0.1996557658492603,0.2227593106170514,0.2394938574705903,,,,,,,,,0.2354481690401498,0.1077148399166093,0.1335895073564908,0.1369766010870482,0.3890670889252678,0.371472891402449,0.5410171852673374,0.1135448952330945,0.1612491360972158,0.6181939290233583,0.2210627530970289,0.0410118743212568,,,0.0696757239202034,,0.3756076310939715,,0.1163086688968451,0.7679878881085022,,,,,-1.9952662117025457,-1.4033809242568278,1.8660752826719351
GCA_000405245,,0.2940014386880979,0.7338599479704327,,,,0.2463426615732726,0.0864617094941475,,,,,,,,,,0.520679780484009,0.1280210181788791,0.0308379647106632,0.4083347253537465,,,0.2444779159347524,,,,0.0975180082161609,,0.1692693828855573,0.0642603230622119,,,0.3711412192472844,0.193277766250457,,0.0424975956801375,-1.4670567572470181,2.376951516766879,-0.2703597218719219
GCA_000830275,0.7508463390952846,0.4900064801302775,0.45496797296463,0.1715643544129013,0.1222121342775637,0.1444597081040685,0.091265297785629,0.7568287221309938,0.1416377185999104,0.3220165435749916,0.3396105325583383,,0.6815485747193754,0.3926264464173073,0.1231985464448853,0.1774816439758126,0.2358715164380677,0.7345638407305075,0.8675257268699408,0.5495933869497064,0.2235702887879933,0.3690414684217132,0.5912181397132996,0.8394619508332319,0.1321321468505956,0.1075563990519683,,0.7403684162432641,,,0.5635781416938916,0.2144423572954744,,0.3459909794123705,0.1300952608338689,0.6544309299164125,0.2547405738440404,2.4059898799299506,-1.8686973700004066,5.869065652344149
GCA_000830295,0.5046876917582062,0.4287133520147703,0.3590612374913794,0.5252609341081632,0.2990761196102937,0.2465526928048822,,0.3427349513534619,0.1656048437070134,0.1767730225040147,0.4795882576807888,,0.2364176712736005,0.3678975063133274,0.4682822048264006,0.4933639052329934,0.3402570040928543,0.3791893533485933,0.2217369038857313,0.517310132422772,0.4041523364329837,0.4382597174536454,,0.2215552500321795,0.534653193408919,0.3794130046694498,,0.2415764559196755,,,0.1821467095425821,0.1392820265974612,,0.2434800439845683,0.3028953689758449,0.4142273713622802,0.2824794481734715,0.2007751848701312,-0.6745537585844622,-0.9893282493467986
GCA_001552015,0.1625406529561141,0.0403873416461147,0.101846648693356,,0.1252247168663802,0.084833262817574,0.3766339394378905,0.0649985359803269,0.1036914058775039,0.0890744006738336,0.0884966639492297,,,0.1675643243036103,0.2823316388433828,,0.1210884989170215,0.0737611625460555,0.119657779123626,0.2294366888079801,0.1040970900979423,,0.1045841160287065,0.0294412699841151,,0.1438099406892416,0.0496181612973717,0.29681442331668,0.1228896743822058,,0.0686331071518928,0.7440691295688732,0.3474811972813974,,0.0303847641055483,0.1812234395900463,,-4.430524546895475,-0.5428982662723133,-1.2901477411704707
GCA_001723845,0.142544362851594,,0.1523958639817439,0.2722100516416479,0.3589970358086737,,0.1903412193747073,0.0893574819427172,0.0920438994128678,0.1198519613734604,0.1375956665272188,0.2405598370355558,0.375804181495246,0.2271115810198826,,0.1773059909891602,0.2221782929503273,0.4162923545139308,0.2156526268327743,,0.1196195224962805,0.1979832686749893,0.8595457711558616,,,0.1567445316447897,0.544231278408599,0.0752447305373894,0.2671354831423436,0.0961858517737102,0.0990379326463821,0.1023283782512716,0.8831421257695083,0.0485518469131145,,0.1732436304727992,,-2.529615661533517,-0.39379953229447984,2.2310195955953946
