Unnamed: 0,M002_baddID.VAEtxt,M004_baddID.VAEtxt,M010_baddID.VAEtxt,M011_baddID.VAEtxt,M012_baddID.VAEtxt,M014_baddID.VAEtxt,M018_baddID.VAEtxt,M021_baddID.VAEtxt,M026_baddID.VAEtxt,M027_baddID.VAEtxt,M028_baddID.VAEtxt,M029_baddID.VAEtxt,M030_baddID.VAEtxt,M033_baddID.VAEtxt,M035_baddID.VAEtxt,M036_baddID.VAEtxt,M037_baddID.VAEtxt,M038_baddID.VAEtxt,M039_baddID.VAEtxt,M040_baddID.VAEtxt,M041_baddID.VAEtxt,M042_baddID.VAEtxt,M043_baddID.VAEtxt,M045_baddID.VAEtxt,M047_baddID.VAEtxt,M048_baddID.VAEtxt,M049_baddID.VAEtxt,M051_baddID.VAEtxt,M052_baddID.VAEtxt,M053_baddID.VAEtxt,M054_baddID.VAEtxt,M055_baddID.VAEtxt,M056_baddID.VAEtxt,M057_baddID.VAEtxt,M058_baddID.VAEtxt,M059_baddID.VAEtxt,M060_baddID.VAEtxt,M064_baddID.VAEtxt,M066_baddID.VAEtxt,M067_baddID.VAEtxt,M068_baddID.VAEtxt,M069_baddID.VAEtxt,M070_baddID.VAEtxt,M071_baddID.VAEtxt,M076_baddID.VAEtxt,M078_baddID.VAEtxt,M080_baddID.VAEtxt,M086_baddID.VAEtxt,M092_baddID.VAEtxt,M093_baddID.VAEtxt,M115_baddID.VAEtxt,M116_baddID.VAEtxt,M118_baddID.VAEtxt,M119_baddID.VAEtxt,M122_baddID.VAEtxt,M123_baddID.VAEtxt,M126_baddID.VAEtxt,M128_baddID.VAEtxt,M130_baddID.VAEtxt,M132_baddID.VAEtxt,M136_baddID.VAEtxt,M138_baddID.VAEtxt,M144_baddID.VAEtxt,M146_baddID.VAEtxt,M147_baddID.VAEtxt,M148_baddID.VAEtxt,M149_baddID.VAEtxt,M151_baddID.VAEtxt,M153_baddID.VAEtxt,M154_baddID.VAEtxt,M157_baddID.VAEtxt,M158_baddID.VAEtxt,M159_baddID.VAEtxt,M161_baddID.VAEtxt,M162_baddID.VAEtxt,M163_baddID.VAEtxt,M164_baddID.VAEtxt,M166_baddID.VAEtxt,M168_baddID.VAEtxt,M170_baddID.VAEtxt,M171_baddID.VAEtxt,M174_baddID.VAEtxt,M175_baddID.VAEtxt,M177_baddID.VAEtxt,M178_baddID.VAEtxt,M180_baddID.VAEtxt,M183_baddID.VAEtxt,M184_baddID.VAEtxt,M185_baddID.VAEtxt,M187_baddID.VAEtxt,M188_baddID.VAEtxt,M189_baddID.VAEtxt,M190_baddID.VAEtxt,M193_baddID.VAEtxt,M196_baddID.VAEtxt,M198_baddID.VAEtxt,M199_baddID.VAEtxt,M202_baddID.VAEtxt,M205_baddID.VAEtxt,M206_baddID.VAEtxt,M207_baddID.VAEtxt,M212_baddID.VAEtxt,M215_baddID.VAEtxt,M218_baddID.VAEtxt,M219_baddID.VAEtxt,MA01_baddID.VAEtxt,MA02_baddID.VAEtxt,MA03_baddID.VAEtxt,MA08_baddID.VAEtxt,MA16_baddID.VAEtxt,MA17_baddID.VAEtxt,MA20_baddID.VAEtxt,MA21_baddID.VAEtxt,MA22_baddID.VAEtxt,MA23_baddID.VAEtxt,MA25_baddID.VAEtxt,MA35_baddID.VAEtxt,MA36_baddID.VAEtxt,MA39_baddID.VAEtxt,MA40_baddID.VAEtxt,MA41_baddID.VAEtxt,MA46_baddID.VAEtxt,MA47_baddID.VAEtxt,MA48_baddID.VAEtxt,MA54_baddID.VAEtxt,MA56_baddID.VAEtxt,PCA_Score1(0.3588697713152264),PCA_Score2(0.06713408416938713),PCA_Score3(0.04808619395531401)
p__Thermoplasmatota__s__RBG-16-68-12_sp011331255__GB_GCA_011331255,0.3765915145384099,0.450598105050203,0.3585836137872988,0.2361938332974374,0.4428871670402582,0.4285819609231907,0.7724298458737734,0.1490429344647996,0.1454667110227828,0.5727631450684559,0.2825005534682346,0.1156729408250768,0.2526701056971763,0.2601565370356293,0.1895302906665809,0.3405747521595578,0.2252419340485357,0.0343452417501381,0.076579327727061,0.484965276180178,0.2503564156940925,0.0803787286128659,0.1135012112983391,0.1332423569929019,0.1641637096584197,0.2964694664677455,0.3601970584136343,0.2076803366481751,0.3309337814742531,0.3330868482739786,0.131892129569953,0.2200452136409129,0.2715488843187373,0.1686140611854774,0.2745623118960885,0.219283234615772,0.2163405687819554,,0.4844995144243106,0.6291912131080566,0.2820479690241191,0.0825847078837781,0.4090029851095339,0.1176406765589151,0.2756158054913676,0.1823886647899784,0.4161808225965253,0.2071601878234268,,0.0260217849034025,0.3171962916388234,0.2141952242127929,0.3479271894351808,0.2797556335898641,0.0380694945835701,0.1329994842408133,0.1413341511290086,0.063454481534237,0.110923946284601,0.0079833911054692,0.3019839648372999,,0.0805014693074767,,,,0.4724289981569014,0.1847333183818503,0.2004174510508565,,0.4019695793646402,0.0288007712465444,0.0833665315196476,0.3576361240061405,0.243411921034558,0.1307449296786455,0.2331871085645517,0.075187492937933,0.1478173680871411,0.0523720444453688,0.3475466168808369,0.0810111206464317,0.1233450181110964,0.1645014986324298,,0.0654186496639364,0.1389205756618697,0.2881292974871156,0.231645769903218,0.3765101294266819,0.0565889156567446,0.9031450617702332,0.3298431220315596,,0.272009551055858,0.1933236607477133,0.3351345981848313,0.224746685562714,,0.1103680814422173,0.1778807266843182,0.1376836551754589,0.1794432800976774,0.4169767121974219,0.2373895971577957,0.1863610055804515,0.1389306095940563,0.0574604200471389,0.395835450178982,0.2304056272348644,0.2445103388299494,0.2851974974506017,0.1841819946226172,0.067940466400309,0.1715470164576098,0.0700439685833234,0.1201453316777716,0.1482688971460586,0.3328024375221319,0.2630941430777073,0.2222855125067317,0.5618460399553404,0.3754159498715005,0.4904163824108633,0.1254706912933819,0.1337138954566375,-1.3666342970982617,0.3251826832734761,-1.446276647497744
p__Thermoplasmatota__s__SW-10-69-26_sp003009755__GB_GCA_003009755,0.2988464051159903,0.1869203232189473,0.244174230612444,0.2942061020988161,0.4737935657692955,0.4019735602796802,0.7734936799039182,0.1052796674570216,0.122222117148518,0.3726235545984134,0.2821365548906101,0.060544658426021,0.9969213409534896,0.3564473842607227,0.1972160305974545,0.1339039306117831,0.2176984807869102,0.0948175506900732,0.5406661954679867,0.3878579906087028,0.2524632957218627,0.366855302611321,0.0931855150560098,0.1287457169205799,0.1267755472160079,0.1836608624052908,0.347675124662396,0.1642035102294123,0.2528795395589235,0.3339748105400132,0.159720077665051,0.2629815628475397,0.3121737674020214,0.3083798643858504,0.0636204267734621,0.2344516619769642,0.1143916290212115,0.1586187695294337,0.2335873551849458,0.2458513229310895,0.2394866237306075,0.0197851840969132,0.1768824611178937,0.0670625379867155,0.0712679265006771,0.1784022851947522,,0.1702463625370624,,0.3135788182590395,0.2197367301207569,0.2745868905478281,0.225605411904879,0.2281055075700209,0.0424224509523668,0.1310030421371922,0.1170884456124854,0.0210021806139852,0.0201914503714672,0.1161459767985209,0.3108853853833709,,0.0566547061076895,0.1764220570397983,,,,0.266977582384981,0.295903581483716,0.2448963690248101,0.2315639508029543,0.0422237844768339,0.0256936251233571,0.3293756968015974,0.2038360466400719,,0.0945307309461865,0.0814986677317293,0.0955206770814628,0.0619415195853495,0.2622261443721914,0.0078602389804268,,0.1232647362472743,0.5869492699725188,0.1013453449633471,0.0891896728499035,0.1037604900548393,0.2654931419669877,0.2010096387824269,0.1074005715338218,0.8747604178348538,0.2361982422724323,0.184229611442105,0.1527666574621048,0.4326919699061102,0.3254130868153669,0.2371426638143251,,0.0521594488103853,0.0602588063410922,0.137291190424891,0.1445088976303059,0.3070898887572201,0.0269230129743351,0.2974753314867805,0.3367634397508703,0.0578455092826748,,0.303052480071302,0.1505035846623569,0.3557556493591117,0.1954482723348345,0.0408526807596756,0.1972758935253253,,0.1131838484160981,0.1912713671419899,0.297700319406159,0.2567361315890821,0.1833350526384327,0.2138807985871954,0.2398685392952966,0.1368715374314633,0.1580064127614844,0.2559425537567735,-2.233174598573026,-1.532286853078069,-1.4431080374838994
p__Micrarchaeota__s__CAILAH01_sp903832205__GB_GCA_903832205,0.1558633580094715,,0.4311170305975428,0.0808190501427438,0.0851672952579764,0.0179667321003616,0.3859068043514645,0.2158356467231324,0.0930103775672624,0.0989764735513833,0.1571086154662359,0.1549274595387305,0.1241602589638594,0.017489181820055,0.1206496858179291,0.1123313394314103,0.0772416141354238,0.4563411088680705,0.2413651742320768,0.3785045980649182,0.0446633698190818,0.1154025786507643,,0.0710965303869021,,0.1148351255371129,0.0137172639739487,,0.1669694952086238,0.1434431436856733,0.0423490888743642,0.0311062919431309,,0.2878638925112285,0.0723176720507447,0.0890532059308496,0.1297742394972293,,0.1191550879121627,0.6627130013337713,0.0943606026464864,0.076444385393904,0.6149800428446368,0.1328971500557709,0.0565635583491118,0.0359542790198396,,0.283140053766373,0.1613215840327764,0.4590388353780417,0.2046289866897866,0.0403173979559401,0.1313831521410346,0.1335284809792608,0.0241893273477842,0.2742239202295672,0.0949502349216726,0.0322686625923135,0.2537792830530601,0.1393560565923959,0.2385528036166579,,0.0812114551042717,,,,,,0.1116132658276588,0.1681042709786224,,0.0332007138190108,,,0.1823725826657173,,0.0789479590379086,,,,,,0.2612934861602829,,,,,,0.1003730288258985,,0.1552827628011433,,0.2353712627832171,,,0.0335820491722942,0.0352285190733217,0.0609181285933953,,0.2769242371892232,,,0.1475239635964796,0.1089055737719677,0.0686855550671965,0.0726415192579965,0.0245802596124339,0.0622079309731347,0.0280310537393746,0.3199805935664301,0.1031654760013722,0.0642708664230513,0.0282932256268778,,0.0562023985053753,0.1334118285984339,,0.0158791873435688,0.3971341016822363,0.1740262496504127,0.1756302619180541,0.3144136006220783,0.2222286441685207,0.3068909298937828,0.0395479293854664,0.1592844639849596,-5.03399608349233,-0.5571575564677996,-2.406743744495037
p__Thermoproteota__s__JACAEJ01_sp011358735__GB_GCA_011358735,0.0863745208382951,,0.1969551348337014,0.8394279193369601,0.9012550387255436,0.7936993986702707,0.0612817040578074,0.1052649890079931,0.2845277825234056,0.5127408486815085,0.1610628072929223,0.424028402377283,0.1344665606071012,0.2430906662210791,0.6763272720619022,0.2947797193214105,0.507512307691313,0.1056339430450317,0.4428593902362268,0.2878364837760477,0.1909730331193498,0.2142702463262922,0.1969602189825594,0.0634777453437392,0.4449035840254442,0.0932664796006434,0.0629818423669499,,0.3417316770374408,0.3666805048477665,0.1250667596568799,0.1051673837664324,0.2411116918876639,0.4600438761948182,0.1088574312693644,0.2766563486555534,0.4681867494027992,0.3355020393792001,0.4132819526440922,0.3733984420084018,0.4408703162471258,0.2400747712521467,0.1599771666450729,0.3035113014069406,0.2365823074950961,0.082637284584504,0.903316268875343,0.4924170092616444,0.0341132772586779,0.0271843257414687,0.3286152527194013,0.3358480689451047,0.1263259538628157,0.4975642640600067,0.0653067841975847,0.3482093291736592,0.5775018645518659,0.0945003612902209,0.1099767959445764,0.1899304347211043,0.4745013524377542,0.4005562448583804,0.2536136754359409,0.3654489185589517,0.3305181866166335,0.8180853363915904,0.1644342229504462,0.4311062396290134,0.1221903917878798,0.1281698610315087,0.089930026137228,0.008677676487718,0.1101340008397517,0.0206638299900757,0.2214203309611176,0.0774956665638511,0.3633942161777546,0.0716712472766561,0.0798329570192962,0.1642452096428752,0.2840478864493001,0.2509131229642528,0.1441459548702764,0.3702672126604432,0.3232910392957527,0.0808468660296987,0.1321312554943715,,0.6723313139191759,0.3407217648762044,0.0806196825218265,,0.5554215733357525,,0.2945890587787194,0.1087690516519862,0.1037830798232118,0.0748157604947439,0.1155804985617174,0.3332644646599793,0.3833200610103881,0.1742535887920812,0.234394885764654,,0.1751753385347261,0.4531793936369251,0.4909995994183527,0.0769497976084126,0.2205145145374037,0.5918777006115086,0.2793597106816733,0.105677386266466,,0.0637764446240694,0.0564027665275901,0.2670099942415841,0.1526632445809214,0.1384335981278572,0.4551552130186939,0.203343306488632,0.2089533259198402,,0.6366963591672901,0.1610806405479738,0.2160576733694551,0.2103258496047154,1.0709737006053988,-1.0592794755801274,6.247875627926072
p__Halobacteriota__s__JAHENH01_sp018609935__GB_GCA_018609935,0.3967491869805379,0.2464768216111806,0.2946207628118465,0.3852854057922845,0.0822523175279292,0.0449318944547829,0.1685692480899127,0.3611716886106892,,0.360036854363755,0.4993012560251889,0.1814069522351545,0.1850900923288999,0.5038296476050659,0.2488940798163281,0.3604618183348264,0.4820220785638928,,0.3022785263845964,0.3505586849852027,0.2974763777459562,0.3866476026083391,0.3399939587672075,0.1386102241068442,0.1158293188001484,0.5030917502449505,0.3056488339044354,,0.2224155277460713,0.399478183186932,0.1854247675613624,0.1764930789905274,0.1819748917941689,0.2885058308007971,0.4188422805453132,0.2021322235570309,,0.1657580982802078,,,0.310513201972372,0.5988249028326041,0.4336648767687792,,0.0791441728257451,0.6834163643272336,0.6005025776718182,,0.1573348312624998,0.2789431945180996,0.326436479609091,0.2165516350744155,0.3112063426613961,0.081363637859052,0.0311468007765179,0.0875283600238433,0.1406509695800822,0.0625371022036689,0.3310337774514563,0.3245370297985909,0.3020796264238511,0.3790643612385584,0.1848347879369932,0.221018747570183,0.6327751903137583,0.4566155364836571,0.4219929924262649,0.2050611992022374,0.3905428420755192,0.2954416787995575,0.154009898220215,0.0803837998228345,0.0872201025226839,0.4520320463516096,0.3043306423254918,0.1376662346879018,,0.0644393417802614,0.2161632909632166,0.3067930398359013,0.4897958522093504,0.1574764074130553,,0.2149222908254402,0.4853247546548414,0.1726922465806232,0.1221539438738374,,0.3485900627072391,0.2413915589437407,,,0.3308167163183859,0.390205724885014,0.2060340087682673,,0.2880922018952122,0.1765871762008803,,,0.4135089865407516,,0.0280923787035339,0.3048080772129145,0.0688801883602927,,0.4791218288271964,0.4393666196346885,0.1845465212144195,0.4537276629014382,0.3219633103688585,0.0717012717489264,0.2353559940404291,0.2635318724795294,0.3310222609283469,0.2254776636590877,0.2174281066436827,0.2726925080631233,0.2844353698415834,0.2407845409301217,0.1833197366064076,,,0.2519891168651398,0.1188836950397374,0.3602416889444028,2.00267838291714,-0.37886570305317696,-1.246397080022914
p__Aenigmatarchaeota__s__JAGVVW01_sp018304635__GB_GCA_018304635,0.1354743635144207,,0.3446973202793787,0.0773388190840353,0.0431827382629031,0.1467176347246013,0.2692538227860349,0.0903880460039086,,0.2720297482960198,0.2318449589783186,0.2744594964166995,0.1331704952638834,0.2425473815542094,0.0759617599433124,0.2382909563680613,0.1680716363414339,0.2191406952815837,0.2525208923351186,0.199061511193719,0.2185175969337645,0.1166909805930935,0.1496480521865171,0.1732248808264352,,0.1236732101205547,0.235163102225876,0.5943826328576296,0.13012726263417,0.0642915962800074,0.016739884378376,0.0329959674110216,0.277176741321414,0.3024156716667448,,0.106710191496863,,0.1134595414778758,0.0483366513047299,0.3022774973768237,0.4480906598962327,0.1441233251747884,0.1514996716751393,0.1287676763394162,,0.0914036451044119,0.1884651358208164,0.3634865178723633,,,0.1856350031488053,0.1377249264897241,,0.1017937214608337,0.0249335825800961,0.1359132342926124,0.086093582359888,0.1533298371134334,0.3153895160059012,,,,0.5075111278641034,0.0690308420785165,,,,,0.3391090834713041,,,,,,,,,,,,,,,,,,,0.0834701923937693,0.0501698327706457,,0.0532281280528897,,0.2443016894156542,0.2691194817778722,,0.064634999468709,0.0922398445434611,,,,,0.0662306892131918,0.1166102787194293,0.0872843183733531,0.0179154894431642,,,0.1040102175557455,,,0.1453253914562552,0.4951495843552572,0.0345166634666204,,0.2084046537838859,,,0.4792803144850407,,0.1643253267342063,0.0931698013308818,,0.0952324946965395,0.3792110033463697,0.0704577854185298,0.0875602341454769,-3.4633725845068843,-0.32726558503437486,-2.4818483107996916
p__Thermoplasmatota__s__JAFGLL01_sp016929175__GB_GCA_016929175,0.2466616404300638,1.0,0.1885444223868702,0.134567496128834,0.4981103247946792,0.4654218451996807,0.8047497660213333,0.080996625924037,0.1181367590635333,,0.2557274546145803,0.9271869376486668,,0.2433774303009099,,0.3265825987978513,0.234231651094619,,0.0643156324427575,0.2894027293953563,0.5863834526526343,0.1563372309121091,0.1179147888790466,0.1557626170578988,0.1334995907403786,0.1512007314712057,0.3149243656074652,0.6817712068103273,0.2258305469401784,0.1654228839500483,0.1277278064492342,0.1776429473188536,,0.24199743892881,,0.2320287762713353,0.1231534535019458,,,,0.1198344237800478,0.1727929514652534,0.243436914798473,0.1227202464204555,,0.2400607173663052,0.1434846981829387,0.1971337840455298,,,0.3883922591681014,0.196165520514811,,0.2548241044339461,0.0352025097319691,0.1196539559985905,0.1287765777977136,0.0679683823677794,0.0974730866148163,0.1322925697736889,0.2412648476176866,,0.2542920390806805,,,,,0.179035140726358,0.2127231134121531,,0.2670922973436132,0.0086722314954459,,,0.176034121495589,0.1828903261382194,0.0334333750576373,,0.2304815614456006,0.0555783080572205,0.467321520219323,,0.0680653372472097,0.3522582448741406,,0.048556530349621,0.0932571268630109,,0.115542410299406,0.2244827214564507,0.038394130760731,0.9284983203260668,0.2792485890113168,,0.3159716576208335,0.1524259123886668,0.1603953750381109,0.1918023936906909,,0.0211367223592985,0.1549442798759513,0.103796032182746,0.3021420038548921,,0.2068228266710636,0.2023850405898437,0.0224942051398573,0.0457811512002297,,0.5805292780981861,0.2789669501530117,0.2334860338842681,,,0.1213055214575728,0.1585211095369367,0.0899109306447514,,0.3224179940473165,0.2220356684433189,0.1448197869541068,0.3071198597217222,0.2472805188213535,0.3228034449035174,0.1298113179454766,0.2795902195615163,-1.402827452158477,-0.9610005984741652,-2.9496626819043374
p__Nanoarchaeota__s__GCA-2688265_sp018697095__GB_GCA_018697095,0.2525665149824472,,0.5052879871586924,0.2018699288520777,0.4805514881536559,0.1814494729189957,0.7830379644894154,0.1738643135458124,0.4013475304443968,0.693596210328923,0.4941839682013142,0.1802709854876654,0.1019574791301877,0.3379596443487566,0.1063811701686488,0.3418849281019165,0.5523611691400773,0.6618395165541945,0.1117460019821955,0.1297574639294062,0.0994113823446477,0.1693747588398524,0.3524389255948938,0.2525784623411198,0.1236616168206402,0.1372209733613638,0.1379990298424511,0.8208729820396938,0.6585972959842153,0.4589905452550151,0.0237805257093612,0.0738686197439778,,0.2936132735711088,0.2927752521541814,0.2484349105820573,0.2459494445465014,,0.4596109876027475,0.6554795307472676,,0.0234761424529376,0.1247451894760765,,,0.3246443588819643,0.3635707898776263,0.2487319564484792,0.0663348844566074,0.0199414609764419,0.2940817391442308,0.3078746373741066,0.4352583484441199,0.3091913432029924,0.0253181883291878,0.1608788667495154,0.1371874382388783,0.3795104860178518,0.1741628521125194,0.2222510670580879,0.033377313618101,,0.1399422365460046,,,,,,0.5047717128261213,,,0.5946421138572197,,,0.2096997559533887,,0.3558532049650523,,,,,,,0.0132281557240599,,,,,0.2792955624123113,,0.0710063221903594,,0.5730225277387916,,,0.3658270283803604,0.2638098398492179,,,,,0.2475785185760227,,0.1891487976080001,0.2890303685273819,,0.1464185576652891,0.2796219365429951,,0.1849803475577061,0.3145005757774787,,,,0.4425062414234196,0.0597949719025991,,0.3435579372613008,0.4675743963380868,0.1361122055497036,0.1191444522617107,,,0.1969920158845927,0.0808882653848607,0.3410818288608518,0.787885683559477,4.695794383614427,-0.7874568101239963
p__Asgardarchaeota__s__DXJG01_sp019056805__GB_GCA_019056805,0.1867703474360481,0.0721230369891339,0.100761391373154,0.7016514506007097,0.1425154189579602,,,0.153950455805694,0.3229267822827622,0.6395088717384081,0.0732870680384694,0.2215710090804961,0.5462648102183217,0.3442291470454803,,0.3443795643952754,0.2870952662902208,0.0882593851136011,0.7770130033491526,0.5285369224356266,0.1915949045117156,0.2750454990139575,0.1384930867292969,0.2447452289351388,0.2673322051501938,0.0457736591880286,0.3753725538330336,,0.139942512628914,0.3663008166215587,0.198080337049497,0.1679600221162913,0.1346652748115675,0.1184895715071963,0.3446503986898347,,0.5161405379591161,,0.5276027714244524,0.3702641688813623,0.1680546647599294,0.0295422461396047,,0.4319663100156942,0.3945378167783302,0.134372795786226,0.4033580358214774,0.3122961556751713,0.0563587749530765,0.2246267475945997,0.3890466773414702,0.0841484458456638,,0.0890636162521787,0.0207644155260968,,0.099171387779266,0.1160566300788422,0.0791944929610097,0.1732723847492953,0.2019690804538925,,0.3717928006104238,,,,0.4165171547071873,,0.2659575085183905,,0.3194338463545382,0.0081027456296178,0.1106717329739581,,0.3718263398359012,,0.4354958663803929,0.2503641575252145,0.240890498603592,0.2183608640087024,,0.3030820259185269,0.1684346923273627,0.344262041557772,,,0.2238331570777092,0.5518025733229224,0.1229769639364351,0.1863476979593039,0.1612037937953714,,0.3306661243317406,0.1935040393557996,0.315511214425381,0.1468454911357258,0.0834973696263765,0.1204726146345134,0.2758480783400011,,0.4563789447674977,0.3265497450208212,0.3298829022438427,0.0972276945837672,0.2507082170511053,0.2809872708526549,0.1047197972186085,0.0790007319543747,0.2874227735657383,0.728260560303442,0.3897736266821586,0.0515248388858741,0.0541357661066417,0.0468839986382101,0.0529878854750228,0.3425980827932129,0.1006292335450077,0.1159396999782382,0.2454002999164021,0.0868103070839903,0.0718894018651748,0.1383016003889756,0.1385435613418147,0.227470298243487,0.0977902168506656,0.2304432971002,-0.6945259010198203,-2.0591521247180125,3.1436832472439615
p__Thermoproteota__s__Nitrosotalea_sinensis__RS_GCF_900143675,0.0470574959947433,0.0641955736468744,0.3122373489776972,0.6575029016942681,0.964641474404735,0.8022684523798973,0.0461537274595913,0.0903205960863739,0.2244039577376886,0.5164679276727535,0.2077572083296091,0.5561735355274587,0.3173184841399509,0.3649882210586977,0.5747112526157822,0.209024608202141,0.4360792325179761,0.1069952274314462,0.3894764331232317,0.3352432506020422,0.1101696063095861,0.0689942243447732,0.1973294715097373,0.0528743037124086,0.4095019462488275,0.0927144735969747,0.0525256672740201,,0.3257128392633198,0.1317724341555719,0.1074152483496569,0.0812575547113882,0.2681909406387442,0.4622268623567906,0.0127875480111747,0.2288926156821345,0.2414881072727814,0.0972997884549936,0.3793420351589383,0.2075693466560741,0.3921499130667217,0.2408453941012263,0.190407172976122,0.3424434512793224,0.1673698939306059,0.0414110403434226,0.834281411652383,0.4999084706875354,0.0420788312311953,0.53694852130491,0.2782860985070814,0.3648157920487294,0.3079475210746253,0.6040857765869982,0.0673338786713438,0.3446890497991197,0.1678212764387258,0.0653769135805144,0.4328483445026203,0.0197219990503386,0.2125907841299507,0.2753443668835257,0.2495462920109743,0.2303504432385393,0.263963914030539,1.0,0.1664073977130147,0.3368224291304856,0.1688433506999884,0.1308674247352338,0.1546127519740778,0.0520900091820093,0.0813137456869461,0.0461488751352762,0.2092241313955076,0.5510325704348263,0.168196380674565,0.1373318996932997,0.2865642804823001,0.0310583770867575,0.463749848483854,0.0968331785647957,0.1595653939947456,0.1841282657134139,0.2787474884581779,0.1699729796109551,0.0589543755524629,0.0701306573036401,0.7943632596461339,0.3380276134475536,0.0763609493195201,0.1715441216016897,0.4834726258718574,0.2056829436254446,0.3225886727316319,0.0740795583722514,0.0883768588451419,0.0469473348805528,0.0886982787114305,0.3488821551094779,0.173864176057338,0.097158352764775,0.053794699370581,0.1265511265275528,0.1205463810594903,,0.0566680891796154,0.078169842345989,,0.1719299629554318,0.3002256507668666,,,0.1895331646792424,0.0539091349431506,0.1390875711990828,0.2428654569120959,0.102360949266464,0.5103625967855491,0.2099943843395786,0.232721196957409,,,0.1266299600529523,0.2137874290801069,0.1403497058564905,-0.844399771922103,-1.3126575705061847,4.842353892011924
